"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"85","Crocs Unisex Adult Mellow Recovery Slide","Comfy, wish there was more arch support","Joe fig","I love my croc flip flops and wanted something to wear with socks around the house.  Was looking for more arch support. Comfy, will keep","Reviewed in the United States on 21 October 2023","5.0 out of 5 stars","Verified Purchase"
"86","Crocs Unisex Adult Mellow Recovery Slide","If not perfect, give it time","Nana T","The soles of these really are more comfortable than traditional Crocs (which are already comfy). These definitely feel like an end of the day slide. The top is pretty large and thick, so it takes a bit of time for it to conform to your feet, but it is starting to shape nicely. A benefit of the width of the top is that it does provide great support. I would absolutely love in these if the top sat back from the toes just a bit more to allow additional wiggle room. As I said, they do break in, I would just really like that area to not taper so much.","Reviewed in the United States on 4 August 2023","5.0 out of 5 stars","Verified Purchase"
"87","Crocs Unisex Adult Mellow Recovery Slide","サイズは大きい","J of AT","通常は26cmの靴を履いているが、レビューに大きめとあったので25cmを購入。それでも素足ではやや大きめです。履き心地は柔らかく満足です。","Reviewed in Japan on 30 October 2023","4.0 out of 5 stars","Verified Purchase"
"88","Crocs Unisex Adult Mellow Recovery Slide","Ok but not for me","seba","The soles on these are very comfortable and the shoes are very lightweight. Sizing is okay/accurate.But the upper band (or whatever you call the part that goes over the sides and top of your foot) is too thick, too wide, too hot. Literally made my feet sweat alot!!! Which then makes you foot slide around in the shoe. If they ever come up with a thong/flip-flop style I would try them. But for now I'll have stick with my more expensive Oofos.","Reviewed in the United States on 13 January 2024","4.0 out of 5 stars","Verified Purchase"
"89","Crocs Unisex Adult Mellow Recovery Slide","Size down for a good fit.","J","I wear size 11 but there was a little too much toe space for me so I recommend to size down to get the right fit. These are not like the yeezy slides, they're actually a little more comfortable and a little more affordable.","Reviewed in the United States on 30 September 2023","4.0 out of 5 stars","Verified Purchase"
"90","Crocs Unisex Adult Mellow Recovery Slide","They were on time","Thach Phuong","They were perfect","Reviewed in the United States on 23 December 2023","3.0 out of 5 stars","Verified Purchase"
"91","Crocs Unisex Adult Mellow Recovery Slide","Ah... comfort","S.HARPER","I'm in love... and they're washable.","Reviewed in the United States on 24 December 2023","4.5 out of 5 stars","Verified Purchase"
"92","Crocs Unisex Adult Mellow Recovery Slide","Very Very comfortable","brian","Super comfortable,  the mellow clogs are great also","Reviewed in the United States on 20 December 2023","5.0 out of 5 stars","Verified Purchase"
"93","Crocs Unisex Adult Mellow Recovery Slide","Very comfy","matthew silva","Loved it","Reviewed in the United States on 24 December 2023","5.0 out of 5 stars","Verified Purchase"
"94","Crocs Unisex Adult Mellow Recovery Slide","Comfy","KM","First off, these are quite comfortable, which I expected since they're crocs.  Second, the blue color actually looks better in person.  However, the sizing isn't working.  I tried a 6 because the 7 was too long, although the width was good.  But when I sized down to 6 they were just too short and too tight.  For reference, I wear 7.5 shoe and normally wear 7 or 8 in crocs depending on the style.","Reviewed in the United States on 11 August 2023","5.0 out of 5 stars","Verified Purchase"
"95","Crocs Unisex Adult Mellow Recovery Slide","Run big","michael mooney","Great design, very comfortable, extremely functional. Get a size smaller than normal shoe size, still roomy.","Reviewed in the United States on 18 December 2023","4.0 out of 5 stars","Verified Purchase"
"96","Crocs Unisex Adult Mellow Recovery Slide","Comfy","xo Pamela","Medium width with great color (I prefer wide so I gifted them)","Reviewed in the United States on 11 October 2023","5.0 out of 5 stars","Verified Purchase"
"97","Crocs Unisex Adult Mellow Recovery Slide","Very comfortable but does not run large like Amazon indicates","CJ","I like these slides; normally I don’t like crocs for anything but early morning dog walking but these are more supportive and comfortable. I wear a 9.5 in adidas women’s, an 8 in Nike basketball shoes, 9 in doc martins; my classic crocs are a 9 and I ordered a 9 in these. They’re tight, not uncomfortably tight but they don’t fit loose or sloppy. My heels are at the back of the footbed, and my toes can’t go much farther.","Reviewed in the United States on 26 July 2023","4.0 out of 5 stars","Verified Purchase"
"98","Crocs Unisex Adult Mellow Recovery Slide","Comfy","CJ","Great fit and comfortable","Reviewed in the United States on 18 December 2023","4.0 out of 5 stars","Verified Purchase"
"99","Crocs Unisex Adult Mellow Recovery Slide","Very comfy for a good price","Brandy","I really like them they are really comfortable and cushioned for max comfort. I also like the simple design of the shoe. Not anything fancy","Reviewed in the United States on 3 December 2023","4.0 out of 5 stars","Verified Purchase"
"100","Crocs Unisex Adult Mellow Recovery Slide","Size down.. Maybe 2 Sizes…","Blackpoiint","These are great slides except for the sizing. Runs very large. I should have read the reviews before ordering, they were spot on. I am normally a size 10.5 in men and decided to order a size 11 since they do not offer half sizes. They were very big so I exchanged for a size 10 and even that was still too big. Finally exchanged for a size 9 and that fit perfect. Consider sizing down 2 sizes.","Reviewed in the United States on 9 July 2023","5.0 out of 5 stars","Verified Purchase"
"101","Crocs Unisex Adults Bayaband Slide","Super cómodos, feliz con la compra","Leslie Valencia","El paquete llego más rapido de lo esperado, mi esposo esta más que feliz con sus estos crocs, comodidad y buen precio.","Reviewed in Mexico on 5 June 2023","4.5 out of 5 stars","Verified Purchase"
"102","Crocs Unisex Adults Bayaband Slide","Muy cómodas sandalias","Ricardo Ramírez López","Son muy cómodas y no se resbalan","Reviewed in Mexico on 18 September 2022","5.0 out of 5 stars","Verified Purchase"
"103","Crocs Unisex Adults Bayaband Slide","Buena compra","Ana Sil","Excelente","Reviewed in Mexico on 16 July 2023","5.0 out of 5 stars","Verified Purchase"
"104","Crocs Unisex Adults Bayaband Slide","Crocs","Leptonkrates","Sie waren für meine Frau sie passen in der angegebenen Grösse 40.Für den Preiß ist alles super......","Reviewed in Germany on 23 April 2023","5.0 out of 5 stars","Verified Purchase"
"105","Crocs Unisex Adults Bayaband Slide","Simplemente magníficas!","Mauricio Javier Martinez Gonzalez","Están muy bonitas, cómodas y prácticas, el diseño y la calidad de los materiales excelente, CROCS es garantía de calidad en todos los aspectos, las recomiendo ampliamente!","Reviewed in Mexico on 12 August 2023","5.0 out of 5 stars","Verified Purchase"
"106","Crocs Unisex Adults Bayaband Slide","Crocs delighted us.","Ankit goel","Superb quality, water resistant, comfortable slide got it in very low price.Thanks Amazon 🙏","Reviewed in India on 14 August 2023","5.0 out of 5 stars","Verified Purchase"
"107","Crocs Unisex Adults Bayaband Slide","Crocs","Joy Tadlas","Like it","Reviewed in Canada on 4 January 2020","5.0 out of 5 stars","Verified Purchase"
"108","Crocs Unisex Adults Bayaband Slide","Son cómodas","Ricardo Daniel Herrera Coronado","Son buenas, cómodas solo que pedí la talla 29 a 31 y me quedo justo y eso que soy talla 29 mx pensé devolverlo, pero las puedo usar así, así que me las quede","Reviewed in Mexico on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"109","Crocs Unisex Adults Bayaband Slide","Cómodas","Jose","Buen material,  cómodas","Reviewed in Mexico on 9 March 2023","5.0 out of 5 stars","Verified Purchase"
"110","Crocs Unisex Adults Bayaband Slide","That is not my size i want to return it back","Prashanth kumar","That is not my size","Reviewed in India on 10 June 2020","5.0 out of 5 stars","Verified Purchase"
"111","Crocs Unisex Adults Bayaband Slide","Great deal","Rahul Sapparapu","I got it in a limited deal and it’s a steal for the price. They are very durable and comfy to use. The fit is as expected. I would definitely recommend to buy it.","Reviewed in Canada on 12 December 2023","4.5 out of 5 stars","Verified Purchase"
"112","Crocs Unisex Adults Bayaband Slide","sehr bequem aber zu groß","Benny","Sehr bequemer Badeschlappen und ideal für Sauna/Schwimmbad und wer möchte die Straße😉Ging zurück und wurde 1 Nummer kleiner bestellt.","Reviewed in Germany on 2 December 2023","5.0 out of 5 stars","Verified Purchase"
"113","Crocs Unisex Adults Bayaband Slide","Amazing","Praise","Fits perfectly and the comfort is great. Anyways it's crocs","Reviewed in India on 7 December 2021","5.0 out of 5 stars","Verified Purchase"
"114","Crocs Unisex Adults Bayaband Slide","Very good","Om Prakash Singh","Purchased it at 1400 Rs.Light in weight.","Reviewed in India on 26 August 2023","5.0 out of 5 stars","Verified Purchase"
"115","Crocs Unisex Adults Bayaband Slide","Muy comodas","GERMÁN","quedan a la medida y son muy cómodas. las recomiendo","Reviewed in Mexico on 25 April 2023","5.0 out of 5 stars","Verified Purchase"
"116","Crocs Unisex Adults Bayaband Slide","Aceptable","Marco","un poco resbalosos","Reviewed in Mexico on 5 December 2019","5.0 out of 5 stars","Verified Purchase"
"117","Crocs Unisex Adults Bayaband Slide","Están súper cómodas","Luis A.","La verdad son mucho más de lo que esperaba son muy cómodas y están súper ergonómicas ya estoy pensando en comprar otras para tener de repuesto","Reviewed in Mexico on 6 August 2023","4.0 out of 5 stars","Verified Purchase"
"118","Crocs Unisex Adults Bayaband Slide","Sooooo comfy","Xin","Great product","Reviewed in Canada on 26 July 2019","5.0 out of 5 stars","Verified Purchase"
"119","Crocs Unisex Adults Bayaband Slide","Badeschuhe","steffen wobst","Sehr schöner Schuh.Passt sehr gut und lässt sich gut tragen.Etwas teurer aber gut.Nur wenn die Schuhe nass sind rutscht man etwas innen mit den Füßen.Hoffe es gibt sich noch.","Reviewed in Germany on 8 February 2024","5.0 out of 5 stars","Verified Purchase"
